Mission ID,Launch_Year,Launch_Month,Launch_Day,Country,Agency,Rocket,Launch_Site,Payload_kg,Launch_Cost_USD,Fuel_Used_Tons,Mission_Duration_Days,Delay_Days,Crew_Size,Weather,Orbit_Type,Satellite_Type,Mission_Status,Failure_Reason,Revenue_USD
2010,2024,5,20,UAE,ISRO,Ariane 6,Kennedy Space Center,17916,309000000,733,280,14,0,Cloudy,Sun-Synchronous,Communication,Success,No Failure,351000000
2011,2013,10,21,USA,ESA,Ariane 6,Satish Dhawan Space Centre,42284,233000000,405,55,10,2,Storm,GEO,Scientific,Success,No Failure,296000000
2012,2006,12,13,India,NASA,Ariane 6,Jiuquan Satellite Launch Center,47215,451000000,982,223,5,1,Clear,GEO,Military,Success,No Failure,505000000
2013,2016,12,24,Japan,NASA,Falcon 9,Tanegashima Space Center,20158,116000000,823,108,5,3,Storm,Sun-Synchronous,Weather,Success,No Failure,173000000
2014,2011,5,14,France,CNSA,Soyuz,Guiana Space Centre,12353,427000000,703,206,13,2,Storm,GEO,Scientific,Success,No Failure,521000000
2015,2019,8,16,USA,Roscosmos,Starship,Satish Dhawan Space Centre,28869,268000000,142,172,2,6,Cloudy,LEO,Military,Success,No Failure,345000000
2016,2003,8,18,USA,JAXA,Starship,Jiuquan Satellite Launch Center,47621,240000000,690,90,7,7,Rain,LEO,Navigation,Success,No Failure,310000000
2017,2008,12,8,USA,CNSA,Starship,Satish Dhawan Space Centre,1247,32000000,185,6,13,0,Cloudy,MEO,Scientific,Failure,Communication Failure,147000000
2018,2005,12,28,USA,JAXA,Falcon Heavy,Jiuquan Satellite Launch Center,43826,325000000,160,287,0,3,Storm,LEO,Military,Success,No Failure,386000000
2019,2015,7,26,Russia,ISRO,Ariane 6,Kennedy Space Center,49339,110000000,93,171,11,7,Clear,Sun-Synchronous,Weather,Failure,Weather,293000000
2020,2024,3,27,Russia,ESA,Ariane 6,Guiana Space Centre,40272,212000000,940,363,3,6,Clear,GEO,Communication,Success,No Failure,393000000
2021,2021,4,2,China,CNSA,GSLV Mk III,Tanegashima Space Center,17851,218000000,260,268,7,4,Rain,MEO,Military,Success,No Failure,404000000
2022,2021,8,17,USA,JAXA,Falcon Heavy,Kennedy Space Center,48909,279000000,392,193,5,4,Cloudy,Polar,Scientific,Success,No Failure,453000000
2023,2020,2,11,China,SpaceX,GSLV Mk III,Satish Dhawan Space Centre,4047,83000000,408,244,10,3,Storm,Polar,Weather,Failure,Navigation Error,133000000
2024,2020,3,26,India,SpaceX,H-IIA,Baikonur Cosmodrome,33211,349000000,410,180,8,5,Clear,LEO,Communication,Success,No Failure,508000000
2025,2001,6,6,China,Roscosmos,Long March 5,Satish Dhawan Space Centre,29511,251000000,380,248,0,5,Cloudy,MEO,Weather,Success,No Failure,302000000
2026,2023,2,21,Japan,JAXA,GSLV Mk III,Baikonur Cosmodrome,19682,246000000,460,70,14,1,Clear,Polar,Communication,Failure,Navigation Error,313000000
2027,2007,3,9,Russia,CNSA,GSLV Mk III,Jiuquan Satellite Launch Center,36283,186000000,808,221,14,2,Storm,Polar,Navigation,Success,No Failure,247000000
2028,2010,11,1,Russia,ISRO,H-IIA,Kennedy Space Center,2523,270000000,557,30,1,2,Cloudy,Polar,Navigation,Success,No Failure,332000000
2029,2012,11,11,USA,SpaceX,Soyuz,Jiuquan Satellite Launch Center,9092,466000000,281,119,12,5,Storm,LEO,Weather,Success,No Failure,524000000
2030,2016,9,12,USA,Roscosmos,Starship,Tanegashima Space Center,31609,205000000,853,205,11,3,Rain,LEO,Communication,Success,No Failure,355000000
2031,2007,3,6,India,CNSA,Ariane 6,Guiana Space Centre,21316,268000000,219,222,13,2,Storm,MEO,Communication,Success,No Failure,467000000
2032,2020,7,23,France,Roscosmos,Falcon Heavy,Baikonur Cosmodrome,26999,291000000,453,126,0,4,Storm,LEO,Military,Success,No Failure,336000000
2033,2017,11,15,India,ISRO,Long March 5,Guiana Space Centre,26444,494000000,283,55,10,3,Cloudy,LEO,Military,Success,No Failure,683000000
2034,2017,10,25,Japan,SpaceX,H-IIA,Jiuquan Satellite Launch Center,32762,359000000,569,39,3,5,Storm,Sun-Synchronous,Navigation,Success,No Failure,409000000
2035,2013,11,6,USA,SpaceX,Falcon Heavy,Kennedy Space Center,43780,465000000,351,338,12,6,Storm,LEO,Navigation,Success,No Failure,639000000
2036,2014,12,18,USA,SpaceX,Ariane 6,Kennedy Space Center,36592,157000000,149,262,8,2,Cloudy,MEO,Communication,Success,No Failure,313000000
2037,2005,6,7,India,JAXA,Soyuz,Jiuquan Satellite Launch Center,18761,128000000,302,184,3,0,Clear,LEO,Communication,Success,No Failure,259000000
2038,2010,2,27,India,NASA,GSLV Mk III,Jiuquan Satellite Launch Center,44147,337000000,357,8,8,5,Cloudy,LEO,Scientific,Failure,Weather,532000000
2039,2012,2,8,India,JAXA,H-IIA,Kennedy Space Center,36943,436000000,843,311,5,5,Clear,Sun-Synchronous,Military,Success,No Failure,564000000
2040,2024,2,28,Russia,SpaceX,Long March 5,Tanegashima Space Center,23845,474000000,852,361,4,6,Clear,MEO,Communication,Success,No Failure,507000000
2041,2000,10,5,China,ESA,Starship,Baikonur Cosmodrome,10611,445000000,749,16,9,1,Cloudy,Polar,Communication,Success,No Failure,517000000
2042,2005,12,8,China,NASA,Ariane 6,Guiana Space Centre,16889,63000000,436,64,3,0,Clear,Sun-Synchronous,Navigation,Success,No Failure,127000000
2043,2008,2,6,USA,CNSA,Falcon 9,Satish Dhawan Space Centre,38801,449000000,172,253,12,7,Rain,LEO,Weather,Success,No Failure,581000000
2044,2007,8,28,Russia,JAXA,Falcon 9,Jiuquan Satellite Launch Center,10213,361000000,181,11,9,5,Cloudy,GEO,Navigation,Success,No Failure,502000000
2045,2010,8,19,India,NASA,Soyuz,Jiuquan Satellite Launch Center,38443,356000000,285,88,1,0,Rain,Sun-Synchronous,Communication,Success,No Failure,390000000
2046,2021,10,22,USA,NASA,Starship,Kennedy Space Center,37146,220000000,270,211,12,2,Cloudy,Sun-Synchronous,Military,Success,No Failure,290000000
2047,2018,4,11,Russia,JAXA,Falcon 9,Guiana Space Centre,20353,397000000,111,4,7,3,Storm,MEO,Weather,Success,No Failure,437000000
2048,2023,3,12,Japan,JAXA,Falcon 9,Guiana Space Centre,9513,123000000,881,131,2,4,Clear,Polar,Scientific,Success,No Failure,281000000
2049,2008,8,17,France,NASA,H-IIA,Tanegashima Space Center,3593,477000000,739,271,14,3,Rain,Polar,Navigation,Failure,Communication Failure,580000000
2050,2016,9,24,Russia,Roscosmos,H-IIA,Baikonur Cosmodrome,48044,498000000,781,360,12,7,Rain,Polar,Scientific,Success,No Failure,512000000
2051,2011,3,11,UAE,ESA,Ariane 6,Tanegashima Space Center,11804,434000000,452,68,0,2,Storm,Sun-Synchronous,Military,Success,No Failure,511000000
2052,2024,6,12,USA,ISRO,Long March 5,Tanegashima Space Center,33021,408000000,220,337,10,2,Clear,GEO,Weather,Failure,Fuel Leak,550000000
2053,2013,4,25,China,SpaceX,Long March 5,Guiana Space Centre,27381,139000000,525,9,9,4,Cloudy,MEO,Military,Success,No Failure,292000000
2054,2014,3,7,UAE,JAXA,Ariane 6,Baikonur Cosmodrome,40886,421000000,643,25,6,0,Cloudy,GEO,Weather,Success,No Failure,521000000
2055,2015,10,8,India,NASA,Falcon Heavy,Baikonur Cosmodrome,31267,409000000,63,65,14,0,Cloudy,Polar,Scientific,Failure,Weather,558000000
2056,2021,12,25,France,ISRO,Ariane 6,Baikonur Cosmodrome,41245,381000000,319,104,7,7,Cloudy,Sun-Synchronous,Scientific,Success,No Failure,511000000
2057,2021,12,27,Japan,JAXA,Starship,Kennedy Space Center,35818,453000000,103,66,6,6,Rain,Polar,Military,Success,No Failure,633000000
2058,2019,9,8,France,Roscosmos,Falcon 9,Baikonur Cosmodrome,34493,402000000,462,183,3,3,Clear,GEO,Weather,Success,No Failure,520000000
2059,2000,9,26,France,ISRO,Long March 5,Guiana Space Centre,16511,47000000,180,173,7,1,Storm,Polar,Scientific,Success,No Failure,209000000
2060,2009,11,4,Russia,NASA,Ariane 6,Kennedy Space Center,27632,126000000,659,289,9,2,Storm,LEO,Weather,Success,No Failure,233000000
2061,2007,10,21,USA,CNSA,Long March 5,Satish Dhawan Space Centre,42113,299000000,762,22,3,4,Storm,MEO,Scientific,Success,No Failure,482000000
2062,2017,9,18,USA,ESA,Long March 5,Jiuquan Satellite Launch Center,40721,472000000,921,42,14,3,Clear,GEO,Communication,Success,No Failure,610000000
2063,2000,11,17,France,ISRO,H-IIA,Tanegashima Space Center,10031,47000000,822,204,11,6,Rain,LEO,Scientific,Success,No Failure,134000000
2064,2001,11,24,India,JAXA,Falcon Heavy,Baikonur Cosmodrome,5056,205000000,782,155,4,4,Clear,Polar,Communication,Success,No Failure,374000000
2065,2000,5,16,USA,NASA,Starship,Satish Dhawan Space Centre,3217,214000000,566,11,7,0,Clear,MEO,Military,Failure,Fuel Leak,412000000
2066,2000,7,23,France,JAXA,GSLV Mk III,Baikonur Cosmodrome,36660,165000000,678,298,12,5,Clear,MEO,Communication,Success,No Failure,331000000
2067,2008,10,15,USA,NASA,Long March 5,Tanegashima Space Center,25038,279000000,350,78,1,6,Storm,MEO,Military,Failure,Fuel Leak,336000000
2068,2012,5,8,India,SpaceX,Starship,Guiana Space Centre,46754,379000000,753,104,12,0,Rain,Sun-Synchronous,Communication,Success,No Failure,508000000
2069,2000,2,13,Japan,CNSA,Soyuz,Guiana Space Centre,42522,196000000,988,278,9,3,Rain,MEO,Military,Success,No Failure,288000000
2070,2012,2,26,UAE,SpaceX,Falcon Heavy,Tanegashima Space Center,39390,147000000,476,137,14,6,Clear,LEO,Scientific,Success,No Failure,250000000
2071,2019,6,25,France,CNSA,GSLV Mk III,Satish Dhawan Space Centre,43992,403000000,165,207,7,1,Rain,GEO,Navigation,Success,No Failure,435000000
2072,2025,12,8,China,ESA,Long March 5,Kennedy Space Center,10300,125000000,285,251,14,0,Rain,LEO,Navigation,Success,No Failure,203000000
2073,2021,8,5,China,SpaceX,Ariane 6,Jiuquan Satellite Launch Center,39907,435000000,612,225,4,4,Rain,Polar,Navigation,Success,No Failure,564000000
2074,2006,8,7,France,ESA,Long March 5,Jiuquan Satellite Launch Center,23902,371000000,62,57,4,2,Cloudy,Sun-Synchronous,Communication,Success,No Failure,479000000
2075,2001,11,5,Russia,JAXA,Falcon Heavy,Jiuquan Satellite Launch Center,27724,402000000,267,339,6,6,Storm,Sun-Synchronous,Navigation,Success,No Failure,592000000
2076,2005,8,14,Japan,Roscosmos,H-IIA,Kennedy Space Center,46713,230000000,378,287,3,2,Rain,Polar,Military,Success,No Failure,310000000
2077,2006,1,1,Russia,Roscosmos,Falcon Heavy,Baikonur Cosmodrome,5250,368000000,117,274,2,1,Storm,GEO,Communication,Failure,Software Bug,505000000
2078,2025,2,3,UAE,CNSA,Falcon 9,Tanegashima Space Center,14320,500000000,792,168,12,3,Cloudy,Sun-Synchronous,Communication,Success,No Failure,596000000
2079,2013,10,17,China,CNSA,Long March 5,Tanegashima Space Center,35922,341000000,886,357,5,1,Clear,Polar,Scientific,Success,No Failure,458000000
2080,2025,11,12,India,SpaceX,H-IIA,Kennedy Space Center,49807,333000000,440,173,13,4,Clear,Polar,Military,Success,No Failure,496000000
2081,2017,11,25,France,Roscosmos,Starship,Satish Dhawan Space Centre,36337,30000000,141,98,5,6,Clear,Polar,Military,Success,No Failure,110000000
2082,2014,5,20,UAE,ISRO,Falcon Heavy,Jiuquan Satellite Launch Center,18847,386000000,153,342,12,7,Storm,Polar,Scientific,Success,No Failure,416000000
2083,2001,10,13,USA,ISRO,Falcon Heavy,Tanegashima Space Center,21478,500000000,639,260,9,1,Rain,MEO,Weather,Success,No Failure,636000000
2084,2009,12,1,China,JAXA,Soyuz,Guiana Space Centre,14213,379000000,475,173,11,6,Cloudy,GEO,Scientific,Success,No Failure,448000000
2085,2022,6,26,Japan,ISRO,Soyuz,Guiana Space Centre,40931,340000000,663,174,5,2,Rain,Polar,Weather,Success,No Failure,404000000
2086,2011,9,17,China,JAXA,Soyuz,Tanegashima Space Center,31707,403000000,822,212,6,5,Storm,MEO,Navigation,Success,No Failure,537000000
2087,2016,1,27,Japan,Roscosmos,Falcon Heavy,Jiuquan Satellite Launch Center,6803,36000000,992,195,3,7,Clear,MEO,Navigation,Success,No Failure,152000000
2088,2007,2,17,Japan,ISRO,GSLV Mk III,Jiuquan Satellite Launch Center,6642,389000000,353,265,2,6,Cloudy,LEO,Navigation,Success,No Failure,509000000
2089,2010,11,23,France,ESA,H-IIA,Jiuquan Satellite Launch Center,42936,355000000,428,272,2,0,Rain,Polar,Navigation,Success,No Failure,432000000
2090,2002,6,9,Japan,NASA,Starship,Satish Dhawan Space Centre,4255,85000000,787,307,2,0,Rain,MEO,Scientific,Success,No Failure,182000000
2091,2005,10,5,Russia,CNSA,Falcon Heavy,Guiana Space Centre,48697,393000000,397,308,14,6,Clear,LEO,Navigation,Success,No Failure,497000000
2092,2008,10,6,UAE,SpaceX,Ariane 6,Satish Dhawan Space Centre,1330,132000000,224,137,12,5,Rain,LEO,Scientific,Success,No Failure,153000000
2093,2005,9,19,India,JAXA,Ariane 6,Kennedy Space Center,46893,151000000,441,83,1,3,Rain,Polar,Military,Success,No Failure,268000000
2094,2008,6,1,China,ESA,Falcon 9,Baikonur Cosmodrome,39842,435000000,454,44,5,6,Clear,Sun-Synchronous,Military,Success,No Failure,580000000
2095,2006,10,10,India,ISRO,Ariane 6,Jiuquan Satellite Launch Center,14193,90000000,137,207,0,4,Storm,MEO,Communication,Success,No Failure,116000000
2096,2008,2,21,UAE,NASA,H-IIA,Kennedy Space Center,6621,432000000,679,117,5,3,Storm,Sun-Synchronous,Military,Success,No Failure,484000000
2097,2017,3,28,USA,SpaceX,H-IIA,Baikonur Cosmodrome,28804,80000000,841,5,7,7,Cloudy,LEO,Weather,Success,No Failure,98000000
2098,2011,4,24,UAE,ESA,Long March 5,Guiana Space Centre,48794,463000000,702,221,5,6,Rain,Sun-Synchronous,Weather,Success,No Failure,489000000
2099,2007,8,3,China,SpaceX,GSLV Mk III,Baikonur Cosmodrome,22958,476000000,674,283,1,5,Storm,Sun-Synchronous,Navigation,Success,No Failure,629000000
2100,2007,9,27,India,JAXA,GSLV Mk III,Baikonur Cosmodrome,34610,333000000,960,114,6,1,Clear,Polar,Communication,Success,No Failure,393000000
2101,2017,12,14,India,JAXA,Starship,Tanegashima Space Center,43624,263000000,298,250,11,1,Storm,LEO,Scientific,Success,No Failure,307000000
2102,2019,3,22,France,CNSA,GSLV Mk III,Baikonur Cosmodrome,44204,328000000,415,301,2,7,Rain,GEO,Scientific,Success,No Failure,389000000
2103,2014,6,12,France,Roscosmos,Starship,Tanegashima Space Center,24563,24000000,138,90,8,1,Cloudy,MEO,Scientific,Success,No Failure,110000000
2104,2006,10,21,UAE,JAXA,Ariane 6,Baikonur Cosmodrome,45758,389000000,926,28,11,4,Cloudy,Polar,Navigation,Success,No Failure,410000000
2105,2010,4,19,UAE,ISRO,GSLV Mk III,Tanegashima Space Center,35112,336000000,870,32,10,6,Storm,Polar,Communication,Failure,Navigation Error,460000000
2106,2019,7,16,USA,ESA,Long March 5,Guiana Space Centre,46517,40000000,781,217,7,0,Clear,GEO,Military,Success,No Failure,143000000
2107,2015,7,13,Japan,ESA,Starship,Guiana Space Centre,31045,205000000,505,309,5,5,Clear,Polar,Military,Success,No Failure,334000000
2108,2003,10,13,China,NASA,Soyuz,Baikonur Cosmodrome,23727,228000000,464,71,0,2,Rain,LEO,Navigation,Success,No Failure,378000000
2109,2005,2,15,France,NASA,Soyuz,Satish Dhawan Space Centre,700,250000000,504,252,1,2,Storm,Polar,Weather,Success,No Failure,272000000
2110,2025,9,19,China,NASA,GSLV Mk III,Guiana Space Centre,17399,33000000,612,30,13,1,Clear,Polar,Scientific,Success,No Failure,198000000
2111,2021,7,25,USA,SpaceX,GSLV Mk III,Kennedy Space Center,6371,371000000,560,256,11,6,Clear,GEO,Weather,Success,No Failure,501000000
2112,2025,12,28,France,ISRO,Ariane 6,Kennedy Space Center,46785,98000000,224,309,12,1,Clear,MEO,Military,Success,No Failure,154000000
2113,2002,6,14,France,SpaceX,Starship,Tanegashima Space Center,22334,488000000,984,159,7,6,Storm,MEO,Navigation,Success,No Failure,669000000
2114,2008,9,19,Japan,ISRO,H-IIA,Satish Dhawan Space Centre,31825,201000000,258,9,5,1,Rain,Sun-Synchronous,Weather,Success,No Failure,358000000
2115,2009,2,9,China,ESA,Ariane 6,Jiuquan Satellite Launch Center,21723,97000000,678,323,0,4,Clear,LEO,Military,Success,No Failure,198000000
2116,2013,7,20,China,JAXA,H-IIA,Tanegashima Space Center,30046,316000000,362,156,8,2,Cloudy,GEO,Navigation,Success,No Failure,361000000
2117,2010,12,6,China,JAXA,Starship,Baikonur Cosmodrome,23374,291000000,995,214,13,3,Storm,MEO,Scientific,Success,No Failure,345000000
2118,2017,4,13,Japan,SpaceX,Long March 5,Guiana Space Centre,27472,70000000,420,154,7,0,Storm,GEO,Communication,Success,No Failure,204000000
2119,2021,9,25,France,SpaceX,Falcon Heavy,Satish Dhawan Space Centre,4196,276000000,362,83,13,3,Storm,Sun-Synchronous,Military,Success,No Failure,397000000
2120,2011,5,2,USA,SpaceX,Soyuz,Tanegashima Space Center,42735,315000000,852,101,1,0,Clear,MEO,Communication,Success,No Failure,449000000
2121,2022,1,7,China,Roscosmos,Falcon Heavy,Tanegashima Space Center,23885,37000000,553,10,9,4,Rain,GEO,Navigation,Success,No Failure,128000000
2122,2011,9,28,India,CNSA,Falcon Heavy,Kennedy Space Center,18513,309000000,135,336,11,0,Rain,LEO,Military,Success,No Failure,503000000
2123,2012,4,17,Japan,ISRO,Falcon 9,Baikonur Cosmodrome,20902,237000000,696,280,4,7,Cloudy,LEO,Scientific,Success,No Failure,333000000
2124,2024,2,12,Russia,JAXA,Starship,Tanegashima Space Center,37757,464000000,870,281,2,4,Cloudy,Sun-Synchronous,Scientific,Success,No Failure,564000000
2125,2012,7,7,USA,ISRO,Falcon 9,Kennedy Space Center,2516,119000000,315,180,13,2,Rain,MEO,Navigation,Success,No Failure,258000000
2126,2018,4,21,India,SpaceX,H-IIA,Satish Dhawan Space Centre,41626,168000000,269,90,0,6,Rain,MEO,Communication,Success,No Failure,219000000
2127,2025,5,10,China,Roscosmos,Falcon 9,Tanegashima Space Center,34243,404000000,344,129,6,6,Rain,LEO,Weather,Success,No Failure,517000000
2128,2018,5,22,Russia,SpaceX,H-IIA,Jiuquan Satellite Launch Center,21431,174000000,747,309,8,0,Storm,Sun-Synchronous,Scientific,Success,No Failure,233000000
2129,2022,1,25,USA,ISRO,Falcon Heavy,Jiuquan Satellite Launch Center,40573,454000000,555,107,11,1,Storm,Polar,Communication,Success,No Failure,494000000
2130,2013,6,3,Japan,CNSA,Falcon 9,Kennedy Space Center,17743,414000000,212,280,10,1,Rain,LEO,Communication,Success,No Failure,505000000
2131,2003,8,7,Russia,JAXA,Long March 5,Jiuquan Satellite Launch Center,20828,395000000,176,283,6,6,Cloudy,LEO,Military,Success,No Failure,580000000
2132,2012,8,15,France,CNSA,Starship,Baikonur Cosmodrome,709,121000000,876,107,2,4,Rain,GEO,Weather,Success,No Failure,210000000
2133,2007,8,4,UAE,ESA,Falcon Heavy,Guiana Space Centre,46323,134000000,166,155,5,7,Cloudy,Sun-Synchronous,Navigation,Failure,Communication Failure,297000000
2134,2022,2,17,Russia,Roscosmos,Starship,Jiuquan Satellite Launch Center,10300,289000000,455,344,2,7,Storm,Polar,Scientific,Success,No Failure,323000000
2135,2020,9,13,UAE,CNSA,Long March 5,Satish Dhawan Space Centre,713,111000000,698,232,3,2,Rain,Sun-Synchronous,Weather,Success,No Failure,155000000
2136,2022,9,22,India,Roscosmos,GSLV Mk III,Tanegashima Space Center,22781,458000000,817,295,14,4,Cloudy,Sun-Synchronous,Communication,Success,No Failure,578000000
2137,2018,4,20,USA,SpaceX,Falcon 9,Kennedy Space Center,28507,430000000,405,333,0,3,Rain,LEO,Weather,Success,No Failure,512000000
2138,2011,10,1,India,ESA,Falcon Heavy,Tanegashima Space Center,39050,425000000,825,84,1,3,Storm,LEO,Military,Success,No Failure,468000000
2139,2017,9,21,India,ISRO,H-IIA,Guiana Space Centre,40670,40000000,271,358,0,3,Storm,LEO,Military,Success,No Failure,222000000
2140,2005,3,12,China,CNSA,Soyuz,Tanegashima Space Center,26048,139000000,425,76,9,1,Storm,GEO,Communication,Success,No Failure,171000000
2141,2017,11,13,Japan,CNSA,Starship,Tanegashima Space Center,28875,427000000,363,261,1,5,Clear,Polar,Communication,Success,No Failure,542000000
2142,2018,4,1,Russia,NASA,Ariane 6,Kennedy Space Center,803,38000000,944,337,3,3,Storm,Polar,Navigation,Success,No Failure,138000000
2143,2021,2,1,USA,JAXA,Long March 5,Guiana Space Centre,26911,43000000,912,230,5,0,Rain,Sun-Synchronous,Scientific,Success,No Failure,126000000
2144,2004,7,11,France,ISRO,Falcon 9,Satish Dhawan Space Centre,25058,45000000,199,272,10,7,Cloudy,LEO,Scientific,Success,No Failure,70000000
2145,2023,8,21,Japan,CNSA,Starship,Kennedy Space Center,20931,172000000,285,221,13,3,Rain,Sun-Synchronous,Weather,Success,No Failure,185000000
2146,2008,6,20,Japan,CNSA,Long March 5,Guiana Space Centre,7451,320000000,912,181,11,1,Rain,LEO,Scientific,Success,No Failure,511000000
2147,2002,12,28,USA,ISRO,Starship,Guiana Space Centre,12153,383000000,217,202,7,0,Clear,Sun-Synchronous,Communication,Success,No Failure,487000000
2148,2009,12,27,Japan,ESA,GSLV Mk III,Tanegashima Space Center,35435,432000000,544,285,13,2,Rain,Sun-Synchronous,Weather,Failure,Fuel Leak,509000000
2149,2018,5,10,China,Roscosmos,Ariane 6,Baikonur Cosmodrome,6459,221000000,461,118,13,4,Clear,GEO,Scientific,Success,No Failure,344000000
2150,2002,5,22,Japan,ISRO,Long March 5,Baikonur Cosmodrome,18517,158000000,991,117,9,4,Rain,GEO,Navigation,Success,No Failure,220000000
2151,2021,3,16,China,Roscosmos,Starship,Satish Dhawan Space Centre,32453,299000000,118,197,8,5,Clear,Sun-Synchronous,Communication,Success,No Failure,450000000
2152,2014,12,3,Russia,ESA,H-IIA,Tanegashima Space Center,35742,43000000,770,194,14,0,Storm,LEO,Communication,Success,No Failure,132000000
2153,2000,5,20,Russia,ESA,Ariane 6,Baikonur Cosmodrome,14355,31000000,613,292,9,5,Clear,Sun-Synchronous,Scientific,Success,No Failure,151000000
